"id","issue","rcid","file id","comment","status","unit"
31,"none of the hq submission dates (planned/received) available","BRA1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>BRA1802_FDG_Boa_Vista_November 2019</a>","not clear who to ask","1 not received","data"
32,"none of the hq submission dates (planned/received) available","BRA1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>BRA1802_FDG_Boa_Vista_December 2019</a>","not clear who to ask","1 not received","data"
182,"none of the hq submission dates (planned/received) available","LBY1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>LBY1708_Murzuq RNA_Data_1</a>","","1 not received","data"
183,"none of the hq submission dates (planned/received) available","LBY1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>LBY1708_Murzuq RNA_Analysis_1</a>","","1 not received","data"
184,"none of the hq submission dates (planned/received) available","LBY1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>LBY1708_Derna RNA_Analysis_1</a>","","1 not received","data"
189,"none of the hq submission dates (planned/received) available","NER1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>NER1901_AGORA_Urban site assessment_Data_1_R2</a>","FGDs, KIs, IIs","","data"
190,"none of the hq submission dates (planned/received) available","NER1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>NER1901_AGORA_Urban site assessment_Analysis_1_R2</a>","FGDs, KIs, IIs","","data"
191,"none of the hq submission dates (planned/received) available","NER1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>NER1901_AGORA_Urban site assessment_Data_1_R3</a>","FGDs, KIs, IIs","","data"
192,"none of the hq submission dates (planned/received) available","NER1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>NER1901_AGORA_Urban site assessment_Analysis_1_R3</a>","FGDs, KIs, IIs","","data"
251,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - April_Data/Analysis</a>","","","data"
252,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - May_Data/Analysis</a>","","","data"
253,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - June_Data/Analysis</a>","","","data"
254,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - July_Data/Analysis</a>","","","data"
255,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - August_Data/Analysis</a>","","","data"
256,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - September_Data/Analysis</a>","","","data"
257,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - October_Data/Analysis</a>","","","data"
258,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - November_Data/Analysis</a>","","","data"
259,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2019 - December_Data/Analysis</a>","","","data"
260,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2020 - January_Data/Analysis</a>","","","data"
261,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2020 - February_Data/Analysis</a>","","","data"
262,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2020 - March_Data/Analysis</a>","","","data"
263,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1705_WPM 2020 - April_Data/Analysis</a>","","","data"
267,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Data_1</a>","HH survey+ facility observations","","data"
268,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Analysis_1</a>","HH survey+ facility observations","","data"
269,"none of the hq submission dates (planned/received) available","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1805a_DSIRS_Monthly_Oct2018_Data_1</a>","","expected","data"
270,"none of the hq submission dates (planned/received) available","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1805a_DSIRS_Monthly_Oct2018_Analysis_1</a>","","expected","data"
295,"none of the hq submission dates (planned/received) available","SOM1904","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1904_Market_Price_Monitoring_Data_Puntland_1</a>","Will be repeated monthly for 6 months","","data"
296,"none of the hq submission dates (planned/received) available","SOM1904","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1904_Market_Price_Monitoring_Analysis_Puntland_1</a>","Will be repeated monthly for 6 months","","data"
297,"none of the hq submission dates (planned/received) available","SOM1904","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1904_Market_Price_Monitoring_Data_South_Central_1</a>","Will be repeated monthly for 6 months","","data"
298,"none of the hq submission dates (planned/received) available","SOM1904","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1904_Market_Price_Monitoring_Analysis_South_Central_1</a>","Will be repeated monthly for 6 months","","data"
301,"none of the hq submission dates (planned/received) available","SOM1906","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=2>SOM1906_Puntland RNA_Data_1</a>","Assessment led by Save the Children. REACH only provided data cleaning support","","data"
